# Pixel,Intensity
1659,40495.0000
1660,39208.0000
1661,40586.0000
1662,39687.0000
1663,40106.0000
1664,39815.0000
1665,40326.0000
1666,39645.0000
1667,40475.0000
1668,39359.0000
1669,40233.0000
1670,39745.0000
1671,40240.0000
1672,39803.0000
1673,40373.0000
1674,39704.0000
1675,40676.0000
1676,39816.0000
1677,40593.0000
1678,39698.0000
1679,40130.0000
1680,39362.0000
1681,40208.0000
1682,39412.0000
1683,40501.0000
1684,39739.0000
1685,40649.0000
1686,39514.0000
1687,40626.0000
1688,39284.0000
1689,40491.0000
1690,39266.0000
1691,40459.0000
1692,39477.0000
1693,40592.0000
1694,39333.0000
1695,40175.0000
1696,39947.0000
1697,40364.0000
1698,39750.0000
1699,40186.0000
1700,39721.0000
1701,40625.0000
1702,39220.0000
1703,40705.0000
1704,39557.0000
1705,40152.0000
1706,39720.0000
1707,39850.0000
1708,39764.0000
1709,40198.0000
1710,39442.0000
1711,40338.0000
1712,39231.0000
1713,40640.0000
1714,39993.0000
1715,40193.0000
1716,39665.0000
1717,39789.0000
1718,39256.0000
1719,40382.0000
1720,39198.0000
1721,39958.0000
1722,39254.0000
1723,40144.0000
1724,39241.0000
1725,40067.0000
1726,39415.0000
1727,40051.0000
1728,39746.0000
1729,40304.0000
1730,39707.0000
1731,40289.0000
1732,39427.0000
1733,40097.0000
1734,39882.0000
1735,40145.0000
1736,39268.0000
1737,40245.0000
1738,39230.0000
1739,39907.0000
1740,39794.0000
1741,40048.0000
1742,39576.0000
1743,40325.0000
1744,39635.0000
1745,40397.0000
1746,39344.0000
1747,40382.0000
1748,39852.0000
1749,40457.0000
1750,39638.0000
1751,40184.0000
1752,39631.0000
1753,40456.0000
1754,39352.0000
1755,40357.0000
1756,38940.0000
1757,40305.0000
1758,39434.0000
1759,40072.0000
1760,39380.0000
1761,40388.0000
1762,39532.0000
1763,40533.0000
1764,39556.0000
1765,40092.0000
1766,39568.0000
1767,40434.0000
1768,39394.0000
1769,40350.0000
1770,39514.0000
1771,40250.0000
1772,39671.0000
1773,39887.0000
1774,39477.0000
1775,40069.0000
1776,39235.0000
1777,40161.0000
1778,39375.0000
1779,40050.0000
1780,39184.0000
1781,39911.0000
1782,39522.0000
1783,40241.0000
1784,39719.0000
1785,40322.0000
1786,38939.0000
1787,39663.0000
1788,39358.0000
1789,39977.0000
1790,39253.0000
1791,40005.0000
1792,39763.0000
1793,39931.0000
1794,39394.0000
1795,40210.0000
1796,39476.0000
1797,40145.0000
1798,39571.0000
1799,40247.0000
1800,39657.0000
1801,40162.0000
1802,39774.0000
1803,40619.0000
1804,40011.0000
1805,40198.0000
1806,39543.0000
1807,40503.0000
1808,39429.0000
1809,40183.0000
1810,39795.0000
1811,40185.0000
1812,39701.0000
1813,40212.0000
1814,39329.0000
1815,40005.0000
1816,39196.0000
1817,40238.0000
1818,39240.0000
1819,40100.0000
1820,39874.0000
1821,39880.0000
1822,39427.0000
1823,39890.0000
1824,39742.0000
1825,39993.0000
1826,39650.0000
1827,40455.0000
1828,39163.0000
1829,40011.0000
1830,39912.0000
1831,39935.0000
1832,39455.0000
1833,40159.0000
1834,39633.0000
1835,39948.0000
1836,39407.0000
1837,39791.0000
1838,39015.0000
1839,39876.0000
1840,39470.0000
1841,39631.0000
1842,39691.0000
1843,40167.0000
1844,39564.0000
1845,39927.0000
1846,39449.0000
1847,40277.0000
1848,39443.0000
1849,40306.0000
1850,39689.0000
1851,40266.0000
1852,39684.0000
1853,40539.0000
1854,39043.0000
1855,39776.0000
1856,39829.0000
1857,40060.0000
1858,39507.0000
1859,40069.0000
1860,39932.0000
1861,40140.0000
1862,39826.0000
1863,40259.0000
1864,39644.0000
1865,40318.0000
1866,39464.0000
1867,40159.0000
1868,39733.0000
1869,40394.0000
1870,39503.0000
1871,39932.0000
1872,39771.0000
1873,40274.0000
1874,39465.0000
1875,40009.0000
1876,39014.0000
1877,40035.0000
1878,39589.0000
1879,40056.0000
1880,39448.0000
1881,40127.0000
1882,39607.0000
1883,39800.0000
1884,39548.0000
1885,40180.0000
1886,39335.0000
1887,40251.0000
1888,39676.0000
1889,40316.0000
1890,40004.0000
1891,40233.0000
1892,39643.0000
1893,40446.0000
1894,39534.0000
1895,39986.0000
1896,39662.0000
1897,40281.0000
1898,39459.0000
1899,39993.0000
1900,39723.0000
1901,40293.0000
1902,39560.0000
1903,40009.0000
1904,39992.0000
1905,39875.0000
1906,39276.0000
1907,40008.0000
1908,39920.0000
1909,39812.0000
1910,39431.0000
1911,40056.0000
1912,39152.0000
1913,39946.0000
1914,39124.0000
1915,39757.0000
1916,39556.0000
1917,39878.0000
1918,39395.0000
1919,40196.0000
1920,39250.0000
1921,40124.0000
1922,39585.0000
1923,40173.0000
1924,39618.0000
1925,40569.0000
1926,39706.0000
1927,40392.0000
1928,39642.0000
1929,40199.0000
1930,39756.0000
1931,40291.0000
1932,40052.0000
1933,40079.0000
1934,39655.0000
1935,40126.0000
1936,39479.0000
1937,40346.0000
1938,39525.0000
1939,40149.0000
1940,39617.0000
1941,40023.0000
1942,39679.0000
1943,40036.0000
1944,39558.0000
1945,40340.0000
1946,39709.0000
1947,39815.0000
1948,39700.0000
1949,39673.0000
1950,39596.0000
1951,39858.0000
1952,39879.0000
1953,40466.0000
1954,40012.0000
1955,39896.0000
1956,39379.0000
1957,40369.0000
1958,39475.0000
1959,40054.0000
1960,39880.0000
1961,39921.0000
1962,39324.0000
1963,39813.0000
1964,39917.0000
1965,40410.0000
1966,39622.0000
1967,39936.0000
1968,39686.0000
1969,40358.0000
1970,39699.0000
1971,40223.0000
1972,39428.0000
1973,40061.0000
1974,39421.0000
1975,39909.0000
1976,39873.0000
1977,40112.0000
1978,39646.0000
1979,40230.0000
1980,39652.0000
1981,40070.0000
1982,39574.0000
1983,40045.0000
1984,39645.0000
1985,40342.0000
1986,40155.0000
1987,40057.0000
1988,39556.0000
1989,40330.0000
1990,40067.0000
1991,40103.0000
1992,39684.0000
1993,40406.0000
1994,39385.0000
1995,40097.0000
1996,39829.0000
1997,40398.0000
1998,39599.0000
1999,40462.0000
2000,39980.0000
2001,40476.0000
2002,40007.0000
2003,39759.0000
2004,39487.0000
2005,40542.0000
2006,39920.0000
2007,40195.0000
2008,39385.0000
2009,40159.0000
2010,39665.0000
2011,40434.0000
2012,39589.0000
2013,40352.0000
2014,39769.0000
2015,40462.0000
2016,39985.0000
2017,40254.0000
2018,40024.0000
2019,40336.0000
2020,39989.0000
2021,40312.0000
2022,40249.0000
2023,40320.0000
2024,39806.0000
2025,40332.0000
2026,39900.0000
2027,40142.0000
2028,40028.0000
2029,40123.0000
2030,39976.0000
2031,40104.0000
2032,39533.0000
2033,40248.0000
2034,40153.0000
2035,40326.0000
2036,39728.0000
2037,40104.0000
2038,39642.0000
2039,40488.0000
2040,39845.0000
2041,40298.0000
2042,39940.0000
2043,40251.0000
2044,39958.0000
2045,40026.0000
2046,39473.0000
2047,40078.0000
2048,40111.0000
2049,40507.0000
2050,40059.0000
2051,40376.0000
2052,39745.0000
2053,40327.0000
2054,40121.0000
2055,40323.0000
2056,40066.0000
2057,40552.0000
2058,39839.0000
2059,40090.0000
2060,39979.0000
2061,40127.0000
2062,39870.0000
2063,40187.0000
2064,40083.0000
2065,40377.0000
2066,39627.0000
2067,40537.0000
2068,40001.0000
2069,40123.0000
2070,39674.0000
2071,40257.0000
2072,39998.0000
2073,40164.0000
2074,39801.0000
2075,40243.0000
2076,39630.0000
2077,40473.0000
2078,39914.0000
2079,40022.0000
2080,39931.0000
2081,40391.0000
2082,40176.0000
2083,40559.0000
2084,40207.0000
2085,39923.0000
2086,40035.0000
2087,40348.0000
2088,39547.0000
2089,40469.0000
2090,39719.0000
2091,39935.0000
2092,40144.0000
2093,40251.0000
2094,40026.0000
2095,40461.0000
2096,39971.0000
2097,40306.0000
2098,39961.0000
2099,40479.0000
2100,40394.0000
2101,40271.0000
2102,40129.0000
2103,40490.0000
2104,40173.0000
2105,40627.0000
2106,39807.0000
2107,40548.0000
2108,40179.0000
2109,40812.0000
2110,40211.0000
2111,40081.0000
2112,40052.0000
2113,40563.0000
2114,40058.0000
2115,40363.0000
2116,40122.0000
2117,40370.0000
2118,40471.0000
2119,40623.0000
2120,40079.0000
2121,40699.0000
2122,40587.0000
2123,40321.0000
2124,39965.0000
2125,40739.0000
2126,40005.0000
2127,40441.0000
2128,40154.0000
2129,40182.0000
2130,40031.0000
2131,40620.0000
2132,40096.0000
2133,40361.0000
2134,40203.0000
2135,40571.0000
2136,39680.0000
2137,40784.0000
2138,40270.0000
2139,40547.0000
2140,40163.0000
2141,40538.0000
2142,40218.0000
2143,40815.0000
2144,40511.0000
2145,40313.0000
2146,39997.0000
2147,40791.0000
2148,40319.0000
2149,40819.0000
2150,39850.0000
2151,40860.0000
2152,40401.0000
2153,40413.0000
2154,40461.0000
2155,40789.0000
2156,40204.0000
2157,40660.0000
2158,40466.0000
2159,40828.0000
2160,40598.0000
2161,41136.0000
2162,40224.0000
2163,40683.0000
2164,40822.0000
2165,40311.0000
2166,40214.0000
2167,40852.0000
2168,40169.0000
2169,40811.0000
2170,40185.0000
2171,41025.0000
2172,40438.0000
2173,40196.0000
2174,40609.0000
2175,40892.0000
2176,40426.0000
2177,40735.0000
2178,40554.0000
2179,40686.0000
2180,40312.0000
2181,40543.0000
2182,40361.0000
2183,40881.0000
2184,40367.0000
2185,40774.0000
2186,40073.0000
2187,40884.0000
2188,40342.0000
2189,40905.0000
2190,40817.0000
2191,40458.0000
2192,40406.0000
2193,40547.0000
2194,40946.0000
2195,40478.0000
2196,40927.0000
2197,40761.0000
2198,40285.0000
2199,40849.0000
2200,40425.0000
2201,40267.0000
2202,40516.0000
2203,40898.0000
2204,40336.0000
2205,40650.0000
2206,40139.0000
2207,40656.0000
2208,40899.0000
2209,40908.0000
2210,40227.0000
2211,40699.0000
2212,40878.0000
2213,40731.0000
2214,40512.0000
2215,40729.0000
2216,40203.0000
2217,41103.0000
2218,40415.0000
2219,41132.0000
2220,40596.0000
2221,40885.0000
2222,40583.0000
2223,40473.0000
2224,40470.0000
2225,40620.0000
2226,40672.0000
2227,40789.0000
2228,40510.0000
2229,40835.0000
2230,40446.0000
2231,41240.0000
2232,40868.0000
2233,40959.0000
2234,40777.0000
2235,41139.0000
2236,40740.0000
2237,40880.0000
2238,40399.0000
2239,40924.0000
2240,40589.0000
2241,40684.0000
2242,40688.0000
2243,41297.0000
2244,40664.0000
2245,40870.0000
2246,40972.0000
2247,40856.0000
2248,40594.0000
2249,40588.0000
2250,40933.0000
2251,41020.0000
2252,40744.0000
2253,40961.0000
2254,41092.0000
2255,41130.0000
2256,40566.0000
2257,41120.0000
2258,40576.0000
2259,41206.0000
2260,40791.0000
2261,41051.0000
2262,41046.0000
2263,41040.0000
2264,40735.0000
2265,41091.0000
2266,40411.0000
2267,41081.0000
2268,40326.0000
2269,41043.0000
2270,40467.0000
2271,41307.0000
2272,40730.0000
2273,40957.0000
2274,40691.0000
2275,40827.0000
2276,41047.0000
2277,41041.0000
2278,40748.0000
2279,41039.0000
2280,41017.0000
2281,41059.0000
2282,40608.0000
2283,40744.0000
2284,40847.0000
2285,41072.0000
2286,41171.0000
2287,40998.0000
2288,40824.0000
2289,40757.0000
2290,40770.0000
2291,41159.0000
2292,41001.0000
2293,40866.0000
2294,41102.0000
2295,41109.0000
2296,41007.0000
2297,41086.0000
2298,41009.0000
2299,40877.0000
2300,40868.0000
2301,40867.0000
2302,41019.0000
2303,41116.0000
2304,41188.0000
2305,41146.0000
2306,41187.0000
2307,41179.0000
2308,40996.0000
2309,41146.0000
2310,41039.0000
2311,41457.0000
2312,40851.0000
2313,41328.0000
2314,40839.0000
2315,41231.0000
2316,41026.0000
2317,41415.0000
2318,41042.0000
2319,40943.0000
2320,41023.0000
2321,41201.0000
2322,41069.0000
2323,41437.0000
2324,40865.0000
2325,41175.0000
2326,41408.0000
2327,41114.0000
2328,41072.0000
2329,41024.0000
2330,41081.0000
2331,41082.0000
2332,41143.0000
2333,41066.0000
2334,40658.0000
2335,41268.0000
2336,41177.0000
2337,41691.0000
2338,41361.0000
2339,41483.0000
2340,40866.0000
2341,41114.0000
2342,41303.0000
2343,41512.0000
2344,41089.0000
2345,41077.0000
2346,41079.0000
2347,41537.0000
2348,41170.0000
2349,41068.0000
2350,41228.0000
2351,41091.0000
2352,41144.0000
2353,41421.0000
2354,41212.0000
2355,41312.0000
2356,41079.0000
2357,41476.0000
2358,40868.0000
2359,41350.0000
2360,40970.0000
2361,41301.0000
2362,41542.0000
2363,41156.0000
2364,41135.0000
2365,41513.0000
2366,41148.0000
2367,41269.0000
2368,41084.0000
2369,41499.0000
2370,41548.0000
2371,41336.0000
2372,41206.0000
2373,41442.0000
2374,41479.0000
2375,41662.0000
2376,41132.0000
2377,41259.0000
2378,41401.0000
2379,41379.0000
2380,41199.0000
2381,41398.0000
2382,41333.0000
2383,41514.0000
2384,41551.0000
2385,41365.0000
2386,41177.0000
2387,41348.0000
2388,41651.0000
2389,41269.0000
2390,41262.0000
2391,41660.0000
2392,41442.0000
2393,41811.0000
2394,41430.0000
2395,41361.0000
2396,41220.0000
2397,41547.0000
2398,41377.0000
2399,41167.0000
2400,41760.0000
2401,41536.0000
2402,41531.0000
2403,41940.0000
2404,41257.0000
2405,41578.0000
2406,41338.0000
2407,42043.0000
2408,41304.0000
2409,41800.0000
2410,41505.0000
2411,41319.0000
2412,41649.0000
2413,41648.0000
2414,41356.0000
2415,41282.0000
2416,41241.0000
2417,41736.0000
2418,41544.0000
2419,41674.0000
2420,41647.0000
2421,41672.0000
2422,41416.0000
2423,42034.0000
2424,41611.0000
2425,41855.0000
2426,41718.0000
2427,42034.0000
2428,41193.0000
2429,41537.0000
2430,41541.0000
2431,41665.0000
2432,41501.0000
2433,41856.0000
2434,41686.0000
2435,41526.0000
2436,41824.0000
2437,41700.0000
2438,41850.0000
2439,42367.0000
2440,41621.0000
2441,41864.0000
2442,41820.0000
2443,41619.0000
2444,41761.0000
2445,41758.0000
2446,41616.0000
2447,41876.0000
2448,41383.0000
2449,41726.0000
2450,41945.0000
2451,41384.0000
2452,41740.0000
2453,41951.0000
2454,41579.0000
2455,41906.0000
2456,41936.0000
2457,42176.0000
2458,41835.0000
2459,41357.0000
2460,41707.0000
2461,42144.0000
2462,41798.0000
2463,41889.0000
2464,42024.0000
2465,41993.0000
2466,41574.0000
2467,42253.0000
2468,41616.0000
2469,42086.0000
2470,41682.0000
2471,41741.0000
2472,41450.0000
2473,41988.0000
2474,42053.0000
2475,42441.0000
2476,41764.0000
2477,42321.0000
2478,42148.0000
2479,42136.0000
2480,41798.0000
2481,42178.0000
2482,41880.0000
2483,42016.0000
2484,41880.0000
2485,41997.0000
2486,41911.0000
2487,41752.0000
2488,41980.0000
2489,41922.0000
2490,41806.0000
2491,41855.0000
2492,41932.0000
2493,41950.0000
2494,42047.0000
2495,41789.0000
2496,42399.0000
2497,42172.0000
2498,42187.0000
2499,42055.0000
2500,42154.0000
2501,42299.0000
2502,42284.0000
2503,41997.0000
2504,42267.0000
2505,41729.0000
2506,42101.0000
2507,42358.0000
2508,42216.0000
2509,42431.0000
2510,42586.0000
2511,41970.0000
2512,41921.0000
2513,42448.0000
2514,42329.0000
2515,42415.0000
2516,42271.0000
2517,42502.0000
2518,42134.0000
2519,42544.0000
2520,42209.0000
2521,42411.0000
2522,42273.0000
2523,42323.0000
2524,42440.0000
2525,42384.0000
2526,42019.0000
2527,42546.0000
2528,42443.0000
2529,42362.0000
2530,42590.0000
2531,42109.0000
2532,42319.0000
2533,42453.0000
2534,42505.0000
2535,42561.0000
2536,41924.0000
2537,42417.0000
2538,42188.0000
2539,42596.0000
2540,42682.0000
2541,42268.0000
2542,42576.0000
2543,42270.0000
2544,42338.0000
2545,43065.0000
2546,42352.0000
2547,42554.0000
2548,42459.0000
2549,42501.0000
2550,42200.0000
2551,42482.0000
2552,42959.0000
2553,42429.0000
2554,42422.0000
2555,42536.0000
2556,42723.0000
2557,42457.0000
2558,42558.0000
2559,42495.0000
2560,42362.0000
2561,42507.0000
2562,42292.0000
2563,42723.0000
2564,42675.0000
2565,42755.0000
2566,43145.0000
2567,42658.0000
2568,42737.0000
2569,42571.0000
2570,42861.0000
2571,42618.0000
2572,42609.0000
2573,42574.0000
2574,42949.0000
2575,42690.0000
2576,42339.0000
2577,42584.0000
2578,42765.0000
2579,42384.0000
2580,42693.0000
2581,42299.0000
2582,42988.0000
2583,42910.0000
2584,42408.0000
2585,42694.0000
2586,42707.0000
2587,42756.0000
2588,42429.0000
2589,42654.0000
2590,42853.0000
2591,42913.0000
2592,43020.0000
2593,42744.0000
2594,42489.0000
2595,43204.0000
2596,42772.0000
2597,42948.0000
2598,42894.0000
2599,42938.0000
2600,42244.0000
2601,43148.0000
2602,42906.0000
2603,42357.0000
2604,42931.0000
2605,42632.0000
2606,42296.0000
2607,43061.0000
2608,42794.0000
2609,43187.0000
2610,42756.0000
2611,42870.0000
2612,42910.0000
2613,42631.0000
2614,43141.0000
2615,42974.0000
2616,42751.0000
2617,43059.0000
2618,42835.0000
2619,43046.0000
2620,42869.0000
2621,42725.0000
2622,42587.0000
2623,43049.0000
2624,42987.0000
2625,42914.0000
2626,43252.0000
2627,43033.0000
2628,43302.0000
2629,43073.0000
2630,42889.0000
2631,43076.0000
2632,43170.0000
2633,42915.0000
2634,43394.0000
2635,42788.0000
2636,43196.0000
2637,43303.0000
2638,43187.0000
2639,42901.0000
2640,43290.0000
2641,42826.0000
2642,43361.0000
2643,43385.0000
2644,43018.0000
2645,42907.0000
2646,43033.0000
2647,43542.0000
2648,43082.0000
2649,43117.0000
2650,43203.0000
2651,43366.0000
2652,42987.0000
2653,43117.0000
2654,43208.0000
2655,43301.0000
2656,43289.0000
2657,43481.0000
2658,43220.0000
2659,43346.0000
2660,43484.0000
2661,42722.0000
2662,43434.0000
2663,43370.0000
2664,43263.0000
2665,43392.0000
2666,43371.0000
2667,43493.0000
2668,43531.0000
2669,43099.0000
2670,43710.0000
2671,42795.0000
2672,43494.0000
2673,43535.0000
2674,43717.0000
2675,43069.0000
2676,42957.0000
2677,43557.0000
2678,43315.0000
2679,43334.0000
2680,43166.0000
2681,43596.0000
2682,43446.0000
2683,43561.0000
2684,43671.0000
2685,43381.0000
2686,43526.0000
2687,43601.0000
2688,43522.0000
2689,43197.0000
2690,43660.0000
2691,43663.0000
2692,43280.0000
2693,43459.0000
2694,43882.0000
2695,43274.0000
2696,43749.0000
2697,43772.0000
2698,43921.0000
2699,43587.0000
2700,43629.0000
2701,43456.0000
2702,44312.0000
2703,43168.0000
2704,43603.0000
2705,43420.0000
2706,43712.0000
2707,43516.0000
2708,43808.0000
2709,43721.0000
2710,44028.0000
2711,43500.0000
2712,43918.0000
2713,43598.0000
2714,43922.0000
2715,44004.0000
2716,44002.0000
2717,44017.0000
2718,43753.0000
2719,43509.0000
2720,43904.0000
2721,43753.0000
2722,44246.0000
2723,44046.0000
2724,43828.0000
2725,43826.0000
2726,43704.0000
2727,43619.0000
2728,43819.0000
2729,43812.0000
2730,43855.0000
2731,43862.0000
2732,44311.0000
2733,43571.0000
2734,44004.0000
2735,43505.0000
2736,43741.0000
2737,43829.0000
2738,43967.0000
2739,44252.0000
2740,44306.0000
2741,43716.0000
2742,44098.0000
2743,43927.0000
2744,44164.0000
2745,44293.0000
2746,44254.0000
2747,43691.0000
2748,43721.0000
2749,43768.0000
2750,43914.0000
2751,44283.0000
2752,44043.0000
2753,43938.0000
2754,44216.0000
2755,43999.0000
2756,44149.0000
2757,43761.0000
2758,44213.0000
2759,44018.0000
2760,44369.0000
2761,43954.0000
2762,44216.0000
2763,43964.0000
2764,44033.0000
2765,43650.0000
2766,44315.0000
2767,44140.0000
2768,44638.0000
2769,44236.0000
2770,44503.0000
2771,43941.0000
2772,44586.0000
2773,43609.0000
2774,44180.0000
2775,44195.0000
2776,44124.0000
2777,44391.0000
2778,44516.0000
2779,44102.0000
2780,44085.0000
2781,44136.0000
2782,44319.0000
2783,44332.0000
2784,44721.0000
2785,44322.0000
2786,44280.0000
2787,44261.0000
2788,44632.0000
2789,44758.0000
2790,44847.0000
2791,44224.0000
2792,44548.0000
2793,44456.0000
2794,44937.0000
2795,43837.0000
2796,44670.0000
2797,44374.0000
2798,44886.0000
2799,44144.0000
2800,44320.0000
2801,44089.0000
2802,44493.0000
2803,44111.0000
2804,44770.0000
2805,44394.0000
2806,44554.0000
2807,44446.0000
2808,44727.0000
2809,44655.0000
2810,44845.0000
2811,44425.0000
2812,44681.0000
2813,44463.0000
2814,44481.0000
2815,44492.0000
2816,45098.0000
2817,44594.0000
2818,44881.0000
2819,44544.0000
2820,44672.0000
2821,44877.0000
2822,44925.0000
2823,44692.0000
2824,45186.0000
2825,44420.0000
2826,44632.0000
2827,44420.0000
2828,44902.0000
2829,44631.0000
2830,44850.0000
2831,44802.0000
2832,44900.0000
2833,44269.0000
2834,44925.0000
2835,44845.0000
2836,44823.0000
2837,44770.0000
2838,44842.0000
2839,45100.0000
2840,44754.0000
2841,44797.0000
2842,44681.0000
2843,44763.0000
2844,44810.0000
2845,44491.0000
2846,44600.0000
2847,45058.0000
2848,45199.0000
2849,44669.0000
2850,45109.0000
2851,45328.0000
2852,45017.0000
2853,45063.0000
2854,45056.0000
2855,44652.0000
2856,45176.0000
2857,45066.0000
2858,44473.0000
2859,44744.0000
2860,45080.0000
2861,44864.0000
2862,45195.0000
2863,44784.0000
2864,44830.0000
2865,45286.0000
2866,45020.0000
2867,45353.0000
2868,45256.0000
2869,45043.0000
2870,45507.0000
2871,44938.0000
2872,45048.0000
2873,45248.0000
2874,45079.0000
2875,44925.0000
2876,45235.0000
2877,44942.0000
2878,45356.0000
2879,45013.0000
2880,45318.0000
2881,45379.0000
2882,45189.0000
2883,45602.0000
2884,45176.0000
2885,45371.0000
2886,45717.0000
2887,45058.0000
2888,45179.0000
2889,45280.0000
2890,45369.0000
2891,44972.0000
2892,45077.0000
2893,44901.0000
2894,45612.0000
2895,44948.0000
2896,45238.0000
2897,45038.0000
2898,45312.0000
2899,45422.0000
2900,45138.0000
2901,45009.0000
2902,45479.0000
2903,44904.0000
2904,45743.0000
2905,45667.0000
2906,44984.0000
2907,45481.0000
2908,45228.0000
2909,45277.0000
2910,45483.0000
2911,45602.0000
2912,45716.0000
2913,45280.0000
2914,45686.0000
2915,45067.0000
2916,45615.0000
2917,45530.0000
2918,45724.0000
2919,45421.0000
2920,45759.0000
2921,45359.0000
2922,46047.0000
2923,45598.0000
2924,45914.0000
2925,45117.0000
2926,45661.0000
2927,45183.0000
2928,45451.0000
2929,45681.0000
2930,45892.0000
2931,45182.0000
2932,45849.0000
2933,45233.0000
2934,45842.0000
2935,45676.0000
2936,45595.0000
2937,45564.0000
2938,46216.0000
2939,45511.0000
2940,46068.0000
2941,45445.0000
2942,46250.0000
2943,45604.0000
2944,46209.0000
2945,45726.0000
2946,45862.0000
2947,45689.0000
2948,45964.0000
2949,45874.0000
2950,45981.0000
2951,45919.0000
2952,46056.0000
2953,45566.0000
2954,46019.0000
2955,45550.0000
2956,45851.0000
2957,45638.0000
2958,45825.0000
2959,45845.0000
2960,45843.0000
2961,45723.0000
2962,45879.0000
2963,46182.0000
2964,46306.0000
2965,45583.0000
2966,46623.0000
2967,45791.0000
2968,45989.0000
2969,45839.0000
2970,45897.0000
2971,45995.0000
2972,46279.0000
2973,46140.0000
2974,46261.0000
2975,45656.0000
2976,46315.0000
2977,46121.0000
2978,46510.0000
2979,46094.0000
2980,46500.0000
2981,45885.0000
2982,46586.0000
2983,46001.0000
2984,46221.0000
2985,46186.0000
2986,46670.0000
2987,46375.0000
2988,46578.0000
2989,45834.0000
2990,46273.0000
2991,46187.0000
2992,46621.0000
2993,46721.0000
2994,46255.0000
2995,45870.0000
2996,45997.0000
2997,46212.0000
2998,46304.0000
2999,45723.0000
3000,46397.0000
3001,46222.0000
3002,46562.0000
3003,46036.0000
3004,46307.0000
3005,46126.0000
3006,46311.0000
3007,46591.0000
3008,46680.0000
3009,46393.0000
3010,46551.0000
3011,46319.0000
3012,46589.0000
3013,46230.0000
3014,46532.0000
3015,46263.0000
3016,46655.0000
3017,46348.0000
3018,46459.0000
3019,46504.0000
3020,46569.0000
3021,46397.0000
3022,46602.0000
3023,46617.0000
3024,46578.0000
3025,46314.0000
3026,46774.0000
3027,46383.0000
3028,47112.0000
3029,46419.0000
3030,46697.0000
3031,45997.0000
3032,46667.0000
3033,46560.0000
3034,46431.0000
3035,46242.0000
3036,46952.0000
3037,46297.0000
3038,46718.0000
3039,46539.0000
3040,47031.0000
3041,47052.0000
3042,47238.0000
3043,46525.0000
3044,46921.0000
3045,46739.0000
3046,46860.0000
3047,46831.0000
3048,47092.0000
3049,46798.0000
3050,46937.0000
3051,46606.0000
3052,47173.0000
3053,46530.0000
3054,46943.0000
3055,46478.0000
3056,47093.0000
3057,46798.0000
3058,47435.0000
3059,47005.0000
3060,47187.0000
3061,46860.0000
3062,47053.0000
3063,46629.0000
3064,47014.0000
3065,46617.0000
3066,46978.0000
3067,46542.0000
3068,47058.0000
3069,46977.0000
3070,47228.0000
3071,46441.0000
3072,47477.0000
3073,46509.0000
3074,47544.0000
3075,46724.0000
3076,47106.0000
3077,46932.0000
3078,47484.0000
3079,46630.0000
3080,47210.0000
3081,46883.0000
3082,47774.0000
3083,46888.0000
3084,47527.0000
3085,46829.0000
3086,47433.0000
3087,47175.0000
3088,47424.0000
3089,47067.0000
3090,46952.0000
3091,47048.0000
3092,47569.0000
3093,46940.0000
3094,47507.0000
3095,47122.0000
3096,47366.0000
3097,47134.0000
3098,47476.0000
3099,47019.0000
3100,47363.0000
3101,46947.0000
3102,47225.0000
3103,47460.0000
3104,47815.0000
3105,47377.0000
3106,47651.0000
3107,47068.0000
3108,47790.0000
3109,46943.0000
3110,47518.0000
3111,47349.0000
3112,47788.0000
3113,47207.0000
3114,47549.0000
3115,47163.0000
3116,47128.0000
3117,47496.0000
3118,47809.0000
3119,47366.0000
3120,47805.0000
3121,47210.0000
3122,47514.0000
3123,47188.0000
3124,47853.0000
3125,46992.0000
3126,47375.0000
3127,47647.0000
3128,47780.0000
3129,47340.0000
3130,47852.0000
3131,47503.0000
3132,47645.0000
3133,47324.0000
3134,47804.0000
3135,47542.0000
3136,47935.0000
3137,47556.0000
3138,48004.0000
3139,48014.0000
3140,48117.0000
3141,47493.0000
3142,48394.0000
3143,47556.0000
3144,47839.0000
3145,47774.0000
3146,48308.0000
3147,47577.0000
3148,48056.0000
3149,47553.0000
3150,48223.0000
3151,47664.0000
3152,48156.0000
3153,48084.0000
3154,47830.0000
3155,47315.0000
3156,48428.0000
3157,47756.0000
3158,47984.0000
3159,47727.0000
3160,48049.0000
3161,47430.0000
3162,48510.0000
3163,47486.0000
3164,47771.0000
3165,48242.0000
3166,47745.0000
3167,47867.0000
3168,48607.0000
3169,47729.0000
3170,48301.0000
3171,48214.0000
3172,48213.0000
3173,48211.0000
3174,48526.0000
3175,47888.0000
3176,48197.0000
3177,47960.0000
3178,48527.0000
3179,48293.0000
3180,48256.0000
3181,47744.0000
3182,48746.0000
3183,47897.0000
3184,48258.0000
3185,48052.0000
3186,48682.0000
3187,48215.0000
3188,48400.0000
3189,48135.0000
3190,48490.0000
3191,47923.0000
3192,48689.0000
3193,48306.0000
3194,48711.0000
3195,47989.0000
3196,48583.0000
3197,48378.0000
3198,48657.0000
3199,48601.0000
3200,48988.0000
3201,48383.0000
3202,48983.0000
3203,48508.0000
3204,48672.0000
3205,48162.0000
3206,49237.0000
3207,48357.0000
3208,48796.0000
3209,48542.0000
3210,48771.0000
3211,48714.0000
3212,48562.0000
