# Pixel,Intensity
3213,48532.0000
3214,49113.0000
3215,48739.0000
3216,48999.0000
3217,48579.0000
3218,49078.0000
3219,48730.0000
3220,48923.0000
3221,48525.0000
3222,49233.0000
3223,48589.0000
3224,49233.0000
3225,48699.0000
3226,48744.0000
3227,48630.0000
3228,48630.0000
3229,48430.0000
3230,49177.0000
3231,48692.0000
3232,49489.0000
3233,48853.0000
3234,48951.0000
3235,48720.0000
3236,49168.0000
3237,48798.0000
3238,49004.0000
3239,48629.0000
3240,49602.0000
3241,48078.0000
3242,49303.0000
3243,49164.0000
3244,49124.0000
3245,49017.0000
3246,49231.0000
3247,48841.0000
3248,49222.0000
3249,48864.0000
3250,49450.0000
3251,48781.0000
3252,49192.0000
3253,48913.0000
3254,49832.0000
3255,48559.0000
3256,49108.0000
3257,49078.0000
3258,49666.0000
3259,49162.0000
3260,49279.0000
3261,49154.0000
3262,49287.0000
3263,49345.0000
3264,49449.0000
3265,48765.0000
3266,49633.0000
3267,49249.0000
3268,49684.0000
3269,48902.0000
3270,49684.0000
3271,49412.0000
3272,49764.0000
3273,49044.0000
3274,49907.0000
3275,49492.0000
3276,50002.0000
3277,49004.0000
3278,49742.0000
3279,49173.0000
3280,49490.0000
3281,49393.0000
3282,49638.0000
3283,49027.0000
3284,49778.0000
3285,48765.0000
3286,50076.0000
3287,49313.0000
3288,49739.0000
3289,49223.0000
3290,50114.0000
3291,49140.0000
3292,49834.0000
3293,49595.0000
3294,50001.0000
3295,49431.0000
3296,50028.0000
3297,49599.0000
3298,50081.0000
3299,49308.0000
3300,50061.0000
3301,49852.0000
3302,50037.0000
3303,49728.0000
3304,50220.0000
3305,49662.0000
3306,50212.0000
3307,49500.0000
3308,50044.0000
3309,49668.0000
3310,50333.0000
3311,49080.0000
3312,49972.0000
3313,49732.0000
3314,50278.0000
3315,49606.0000
3316,50118.0000
3317,49614.0000
3318,50316.0000
3319,49645.0000
3320,50389.0000
3321,49483.0000
3322,50433.0000
3323,49678.0000
3324,50262.0000
3325,49830.0000
3326,50351.0000
3327,49664.0000
3328,50407.0000
3329,49987.0000
3330,50201.0000
3331,49887.0000
3332,50486.0000
3333,49943.0000
3334,50611.0000
3335,49942.0000
3336,50469.0000
3337,50069.0000
3338,50333.0000
3339,49907.0000
3340,50129.0000
3341,49724.0000
3342,50164.0000
3343,49496.0000
3344,50343.0000
3345,49980.0000
3346,50830.0000
3347,49952.0000
3348,50630.0000
3349,49849.0000
3350,50474.0000
3351,49955.0000
3352,50298.0000
3353,49871.0000
3354,50414.0000
3355,50169.0000
3356,50071.0000
3357,50127.0000
3358,50669.0000
3359,50037.0000
3360,50844.0000
3361,49909.0000
3362,51127.0000
3363,50518.0000
3364,50708.0000
3365,50570.0000
3366,50732.0000
3367,50239.0000
3368,51065.0000
3369,50216.0000
3370,50697.0000
3371,50376.0000
3372,50857.0000
3373,50182.0000
3374,50776.0000
3375,50018.0000
3376,50822.0000
3377,50172.0000
3378,51007.0000
3379,50218.0000
3380,50503.0000
3381,50465.0000
3382,51100.0000
3383,50383.0000
3384,50881.0000
3385,50549.0000
3386,50730.0000
3387,50558.0000
3388,50761.0000
3389,50384.0000
3390,51032.0000
3391,50059.0000
3392,51089.0000
3393,50646.0000
3394,51006.0000
3395,50620.0000
3396,51107.0000
3397,50772.0000
3398,51303.0000
3399,50635.0000
3400,51166.0000
3401,50419.0000
3402,50896.0000
3403,50913.0000
3404,51205.0000
3405,50387.0000
3406,51679.0000
3407,50710.0000
3408,51214.0000
3409,50668.0000
3410,51315.0000
3411,50993.0000
3412,51177.0000
3413,50413.0000
3414,51522.0000
3415,50757.0000
3416,51154.0000
3417,51170.0000
3418,51566.0000
3419,50833.0000
3420,51596.0000
3421,50555.0000
3422,51109.0000
3423,50431.0000
3424,51860.0000
3425,51144.0000
3426,51253.0000
3427,50900.0000
3428,51701.0000
3429,50836.0000
3430,51738.0000
3431,51168.0000
3432,51222.0000
3433,51052.0000
3434,51354.0000
3435,51133.0000
3436,51520.0000
3437,50887.0000
3438,51536.0000
3439,50699.0000
3440,51384.0000
3441,50832.0000
3442,51377.0000
3443,50982.0000
3444,51803.0000
3445,50756.0000
3446,51636.0000
3447,51058.0000
3448,51525.0000
3449,50799.0000
3450,51710.0000
3451,50910.0000
3452,51601.0000
3453,51142.0000
3454,51689.0000
3455,51005.0000
3456,51801.0000
3457,51268.0000
3458,51887.0000
3459,51138.0000
3460,51722.0000
3461,51328.0000
3462,51924.0000
3463,51407.0000
3464,51689.0000
3465,51289.0000
3466,51584.0000
3467,51106.0000
3468,52145.0000
3469,51094.0000
3470,51614.0000
3471,51312.0000
3472,51807.0000
3473,51452.0000
3474,52405.0000
3475,51135.0000
3476,52384.0000
3477,51251.0000
3478,51672.0000
3479,51458.0000
3480,52165.0000
3481,51724.0000
3482,52145.0000
3483,51484.0000
3484,51809.0000
3485,51514.0000
3486,52446.0000
3487,51866.0000
3488,51996.0000
3489,51664.0000
3490,52563.0000
3491,51961.0000
3492,52395.0000
3493,51818.0000
3494,52486.0000
3495,51593.0000
3496,52398.0000
3497,51559.0000
3498,52271.0000
3499,51861.0000
3500,52584.0000
3501,51769.0000
3502,52697.0000
3503,51631.0000
3504,52244.0000
3505,51542.0000
3506,52254.0000
3507,51820.0000
3508,52637.0000
3509,51904.0000
3510,52305.0000
3511,51909.0000
3512,52486.0000
3513,51826.0000
3514,52564.0000
3515,51754.0000
3516,52532.0000
3517,51593.0000
3518,52311.0000
3519,52038.0000
3520,52977.0000
3521,52572.0000
3522,52540.0000
3523,52489.0000
3524,52455.0000
3525,52024.0000
3526,52898.0000
3527,52000.0000
3528,52606.0000
3529,51919.0000
3530,52520.0000
3531,51889.0000
3532,52662.0000
3533,52123.0000
3534,52965.0000
3535,51940.0000
3536,52386.0000
3537,52199.0000
3538,53037.0000
3539,52318.0000
3540,52630.0000
3541,52337.0000
3542,52839.0000
3543,52020.0000
3544,52737.0000
3545,52039.0000
3546,52540.0000
3547,51947.0000
3548,52724.0000
3549,52460.0000
3550,52709.0000
3551,52010.0000
3552,53279.0000
3553,52320.0000
3554,53082.0000
3555,52372.0000
3556,52667.0000
3557,52701.0000
3558,53318.0000
3559,52245.0000
3560,53170.0000
3561,52483.0000
3562,53282.0000
3563,52599.0000
3564,53054.0000
3565,52357.0000
3566,53091.0000
3567,52679.0000
3568,53343.0000
3569,52305.0000
3570,53344.0000
3571,52623.0000
3572,53093.0000
3573,52493.0000
3574,53108.0000
3575,52278.0000
3576,52887.0000
3577,53176.0000
3578,53020.0000
3579,52676.0000
3580,53097.0000
3581,52389.0000
3582,53436.0000
3583,52502.0000
3584,53584.0000
3585,52730.0000
3586,53542.0000
3587,52760.0000
3588,53211.0000
3589,52730.0000
3590,53149.0000
3591,52777.0000
3592,53612.0000
3593,52583.0000
3594,53491.0000
3595,52694.0000
3596,53560.0000
3597,53108.0000
3598,53445.0000
3599,52715.0000
3600,53357.0000
3601,52948.0000
3602,53526.0000
3603,53210.0000
3604,53863.0000
3605,52604.0000
3606,53722.0000
3607,52773.0000
3608,53591.0000
3609,52791.0000
3610,53758.0000
3611,52895.0000
3612,53598.0000
3613,52533.0000
3614,53701.0000
3615,53013.0000
3616,53841.0000
3617,53493.0000
3618,53716.0000
3619,53372.0000
3620,53960.0000
3621,52848.0000
3622,54014.0000
3623,53026.0000
3624,53794.0000
3625,53036.0000
3626,54352.0000
3627,53393.0000
3628,54059.0000
3629,53397.0000
3630,53684.0000
3631,53378.0000
3632,53968.0000
3633,53419.0000
3634,54030.0000
3635,53792.0000
3636,54141.0000
3637,53552.0000
3638,54115.0000
3639,53391.0000
3640,53590.0000
3641,53318.0000
3642,54242.0000
3643,53171.0000
3644,54013.0000
3645,53345.0000
3646,53649.0000
3647,53529.0000
3648,54153.0000
3649,53588.0000
3650,53984.0000
3651,53558.0000
3652,54550.0000
3653,53406.0000
3654,54854.0000
3655,53676.0000
3656,54063.0000
3657,53851.0000
3658,54377.0000
3659,53257.0000
3660,54148.0000
3661,53345.0000
3662,53829.0000
3663,53378.0000
3664,54294.0000
3665,53270.0000
3666,54212.0000
3667,53716.0000
3668,54053.0000
3669,53307.0000
3670,54479.0000
3671,53754.0000
3672,54362.0000
3673,53820.0000
3674,54117.0000
3675,53549.0000
3676,54571.0000
3677,53741.0000
3678,54182.0000
3679,53506.0000
3680,54414.0000
3681,53745.0000
3682,54292.0000
3683,53695.0000
3684,54539.0000
3685,53925.0000
3686,53944.0000
3687,53724.0000
3688,54173.0000
3689,54105.0000
3690,54780.0000
3691,53908.0000
3692,54616.0000
3693,53840.0000
3694,54666.0000
3695,53740.0000
3696,54568.0000
3697,53924.0000
3698,54828.0000
3699,54083.0000
3700,54500.0000
3701,53750.0000
3702,54680.0000
3703,54072.0000
3704,54637.0000
3705,54154.0000
3706,54565.0000
3707,54286.0000
3708,54380.0000
3709,54196.0000
3710,54543.0000
3711,53786.0000
3712,55123.0000
3713,54146.0000
3714,54906.0000
3715,54359.0000
3716,54613.0000
3717,54231.0000
3718,55175.0000
3719,54369.0000
3720,54651.0000
3721,54172.0000
3722,54915.0000
3723,54129.0000
3724,55244.0000
3725,54487.0000
3726,54852.0000
3727,54157.0000
3728,54770.0000
3729,54144.0000
3730,54841.0000
3731,54254.0000
3732,55050.0000
3733,54245.0000
3734,54896.0000
3735,54642.0000
3736,55075.0000
3737,54111.0000
3738,54936.0000
3739,54318.0000
3740,54983.0000
3741,54423.0000
3742,55067.0000
3743,54524.0000
3744,54893.0000
3745,54677.0000
3746,55131.0000
3747,54867.0000
3748,55430.0000
3749,54482.0000
3750,55258.0000
3751,54751.0000
3752,55391.0000
3753,54887.0000
3754,55017.0000
3755,54471.0000
3756,55073.0000
3757,54491.0000
3758,55353.0000
3759,54596.0000
3760,55393.0000
3761,54782.0000
3762,55803.0000
3763,54756.0000
3764,55642.0000
3765,54664.0000
3766,55141.0000
3767,54641.0000
3768,55748.0000
3769,54949.0000
3770,55600.0000
3771,54726.0000
3772,55182.0000
3773,54830.0000
3774,55694.0000
3775,54938.0000
3776,55561.0000
3777,55175.0000
3778,55669.0000
3779,54821.0000
3780,55805.0000
3781,55006.0000
3782,55697.0000
3783,54792.0000
3784,55660.0000
3785,54926.0000
3786,55763.0000
3787,55056.0000
3788,56014.0000
3789,55292.0000
3790,56015.0000
3791,55079.0000
3792,55898.0000
3793,54869.0000
3794,55792.0000
3795,55097.0000
3796,56223.0000
3797,55035.0000
3798,55416.0000
3799,55582.0000
3800,55796.0000
3801,55231.0000
3802,55937.0000
3803,55236.0000
3804,55923.0000
3805,55130.0000
3806,55737.0000
3807,55108.0000
3808,55808.0000
3809,55719.0000
3810,55755.0000
3811,55284.0000
3812,56184.0000
3813,55190.0000
3814,56265.0000
3815,55713.0000
3816,56080.0000
3817,55888.0000
3818,56005.0000
3819,55116.0000
3820,55978.0000
3821,55562.0000
3822,56196.0000
3823,55472.0000
3824,56040.0000
3825,55395.0000
3826,56311.0000
3827,55380.0000
3828,56146.0000
3829,55348.0000
3830,56281.0000
3831,55409.0000
3832,56356.0000
3833,55899.0000
3834,55936.0000
3835,55246.0000
3836,56146.0000
3837,55650.0000
3838,55793.0000
3839,55890.0000
3840,56483.0000
3841,55655.0000
3842,56433.0000
3843,55500.0000
3844,56231.0000
3845,55817.0000
3846,56293.0000
3847,55444.0000
3848,56896.0000
3849,55543.0000
3850,56438.0000
3851,56148.0000
3852,56590.0000
3853,55812.0000
3854,56523.0000
3855,55845.0000
3856,56506.0000
3857,55905.0000
3858,56570.0000
3859,55525.0000
3860,56544.0000
3861,56175.0000
3862,56606.0000
3863,55677.0000
3864,56372.0000
3865,55756.0000
3866,56615.0000
3867,55839.0000
3868,56918.0000
3869,56120.0000
3870,56514.0000
3871,56037.0000
3872,57061.0000
3873,56187.0000
3874,56914.0000
3875,56545.0000
3876,56876.0000
3877,56404.0000
3878,57313.0000
3879,55961.0000
3880,56816.0000
3881,56116.0000
3882,57082.0000
3883,56514.0000
3884,57196.0000
3885,56450.0000
3886,56904.0000
3887,56617.0000
3888,57117.0000
3889,56408.0000
3890,56925.0000
3891,56288.0000
3892,57086.0000
3893,56368.0000
3894,56942.0000
3895,56390.0000
3896,56768.0000
3897,56387.0000
3898,56724.0000
3899,56193.0000
3900,56807.0000
3901,56538.0000
3902,57099.0000
3903,56654.0000
3904,57080.0000
3905,56617.0000
3906,56899.0000
3907,56767.0000
3908,57413.0000
3909,56050.0000
3910,56848.0000
3911,56263.0000
3912,57143.0000
3913,56566.0000
3914,56969.0000
3915,56186.0000
3916,57037.0000
3917,56099.0000
3918,57455.0000
3919,56258.0000
3920,56841.0000
3921,56562.0000
3922,57259.0000
3923,56257.0000
3924,57101.0000
3925,56554.0000
3926,57365.0000
3927,56449.0000
3928,57238.0000
3929,56552.0000
3930,57279.0000
3931,56498.0000
3932,57444.0000
3933,57105.0000
3934,57446.0000
3935,56501.0000
3936,57821.0000
3937,56834.0000
3938,57608.0000
3939,56593.0000
3940,57078.0000
3941,56596.0000
3942,57865.0000
3943,57066.0000
3944,57630.0000
3945,56887.0000
3946,57440.0000
3947,57054.0000
3948,57659.0000
3949,56995.0000
3950,57443.0000
3951,56882.0000
3952,57641.0000
3953,56807.0000
3954,58011.0000
3955,57193.0000
3956,57695.0000
3957,57022.0000
3958,57319.0000
3959,57259.0000
3960,57410.0000
3961,57111.0000
3962,57579.0000
3963,57367.0000
3964,57499.0000
3965,56787.0000
3966,57537.0000
3967,56937.0000
3968,57805.0000
3969,57215.0000
3970,57935.0000
3971,56604.0000
3972,58118.0000
3973,57358.0000
3974,57897.0000
3975,56959.0000
3976,57502.0000
3977,57619.0000
3978,58091.0000
3979,57526.0000
3980,57677.0000
3981,57403.0000
3982,57863.0000
3983,56811.0000
3984,57999.0000
3985,57818.0000
3986,57651.0000
3987,57575.0000
3988,58141.0000
3989,57249.0000
3990,57781.0000
3991,57365.0000
3992,57985.0000
3993,57354.0000
3994,58386.0000
3995,57310.0000
3996,57650.0000
3997,57706.0000
3998,58387.0000
3999,57421.0000
4000,57875.0000
4001,57343.0000
4002,58109.0000
4003,57835.0000
4004,58430.0000
4005,57613.0000
4006,58355.0000
4007,57550.0000
4008,58083.0000
4009,57427.0000
4010,58620.0000
4011,57809.0000
4012,58341.0000
4013,57755.0000
4014,58867.0000
4015,57712.0000
4016,58428.0000
4017,57448.0000
4018,58251.0000
4019,57719.0000
4020,58562.0000
4021,57576.0000
4022,58318.0000
4023,57391.0000
4024,58235.0000
4025,57335.0000
4026,58654.0000
4027,57783.0000
4028,58467.0000
4029,57859.0000
4030,58453.0000
4031,57787.0000
4032,58525.0000
4033,58069.0000
4034,58493.0000
4035,57840.0000
4036,58369.0000
4037,57946.0000
4038,58160.0000
4039,58132.0000
4040,58464.0000
4041,58116.0000
4042,58889.0000
4043,58084.0000
4044,58706.0000
4045,57666.0000
4046,58488.0000
4047,57782.0000
4048,58722.0000
4049,57975.0000
4050,58699.0000
4051,58262.0000
4052,58421.0000
4053,57979.0000
4054,58777.0000
4055,57511.0000
4056,58833.0000
4057,58226.0000
4058,58823.0000
4059,58100.0000
4060,58379.0000
4061,58454.0000
4062,58757.0000
4063,58103.0000
4064,58974.0000
4065,58279.0000
4066,58753.0000
4067,58252.0000
4068,59079.0000
4069,58251.0000
4070,58715.0000
4071,58336.0000
4072,58654.0000
4073,58191.0000
4074,58809.0000
4075,58527.0000
4076,58716.0000
4077,58509.0000
4078,58825.0000
4079,58604.0000
4080,59055.0000
4081,58754.0000
4082,59130.0000
4083,58722.0000
4084,59046.0000
4085,58515.0000
4086,58967.0000
4087,58345.0000
4088,59421.0000
4089,58305.0000
4090,59031.0000
4091,58501.0000
4092,59292.0000
4093,58452.0000
4094,59122.0000
4095,58959.0000
